config_name,abs_rel,d1,accuracy,nyu2_time,da2k_time,model_size
no_quant,0.9973859160865118,0.0,0.5024201355275896,8.608562691131498,9.776379477250726,372.34423828125
hqq_8bit,0.9973829437833314,0.0,0.5024201355275896,22.908256880733944,21.332042594385285,143.03173828125
hqq_4bit,0.9974577690300956,0.0,0.5072604065827686,25.804281345565748,24.688286544046466,243.6748046875
hqq_2bit,0.997986577975276,0.0,0.5091965150048403,29.344036697247706,28.554695062923525,178.841796875
hqq_1bit,0.9988944879547901,0.0,0.5169409486931268,35.74311926605505,37.494675701839306,146.5634765625
