config_name,abs_rel,d1,accuracy,nyu2_time,da2k_time,model_size
no_quant,0.998693311797734,0.0,0.4985479186834463,8.5,9.148112294288481,94.55517578125
hqq_8bit,0.998693740331434,0.0,0.4995159728944821,21.795107033639145,20.994191674733784,36.57275390625
hqq_4bit,0.9987293168309996,0.0,0.505324298160697,25.515290519877677,24.48209099709584,63.02734375
hqq_2bit,0.9979402521334657,0.0,0.4714424007744434,28.96788990825688,27.554695062923525,48.1591796875
hqq_1bit,0.9991279091310064,0.0,0.48209099709583736,34.70183486238532,33.52758954501452,40.322265625
