config_name,abs_rel,d1,accuracy,nyu2_time,da2k_time,model_size
no_quant,0.9041176585064751,0.0024099517347448336,0.4995159728944821,13.414373088685016,13.796708615682478,1280.98046875
hqq_8bit,0.9041444851535541,0.002397897511924796,0.5004840271055179,39.989296636085626,38.53533397870281,451.791015625
hqq_4bit,0.9046720827755943,0.0022528683438129476,0.4985479186834463,46.84709480122324,71.45111326234269,760.724609375
hqq_2bit,0.9141621720900229,2.5141910174206493e-05,0.5208131655372701,62.79204892966361,101.97773475314618,544.9375
hqq_1bit,0.9502142664124842,0.0,0.48693126815101645,78.60244648318043,126.32817037754114,436.1796875
